Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00    9560/9560        boost::beast::http::basic_fields<std::allocator<char> >::get_chunked_impl() const [71]
[155]    0.0    0.00    0.00    9560         boost::beast::iequals(boost::basic_string_view<char, std::char_traits<char> >, boost::basic_string_view<char, std::char_traits<char> >) [155]
-----------------------------------------------
                0.00    0.00    9501/9501        boost::asio::detail::reactive_socket_move_accept_op<boost::asio::ip::tcp, boost::asio::strand<boost::asio::io_context::basic_executor_type<std::allocator<void>, 0u> >, http_server::do_accept()::{lambda(boost::system::error_code, boost::asio::basic_stream_socket<boost::asio::ip::tcp, boost::asio::execution::any_executor<boost::asio::execution::context_as_t<boost::asio::execution_context&>, boost::asio::execution::detail::blocking::never_t<0>, boost::asio::execution::prefer_only<boost::asio::execution::detail::blocking::possibly_t<0> >, boost::asio::execution::prefer_only<boost::asio::execution::detail::outstanding_work::tracked_t<0> >, boost::asio::execution::prefer_only<boost::asio::execution::detail::outstanding_work::untracked_t<0> >, boost::asio::execution::prefer_only<boost::asio::execution::detail::relationship::fork_t<0> >, boost::asio::execution::prefer_only<boost::asio::execution::detail::relationship::continuation_t<0> > > >)#1}, boost::asio::execution::any_executor<boost::asio::execution::context_as_t<boost::asio::execution_context&>, boost::asio::execution::detail::blocking::never_t<0>, boost::asio::execution::prefer_only<boost::asio::execution::detail::blocking::possibly_t<0> >, boost::asio::execution::prefer_only<boost::asio::execution::detail::outstanding_work::tracked_t<0> >, boost::asio::execution::prefer_only<boost::asio::execution::detail::outstanding_work::untracked_t<0> >, boost::asio::execution::prefer_only<boost::asio::execution::detail::relationship::fork_t<0> >, boost::asio::execution::prefer_only<boost::asio::execution::detail::relationship::continuation_t<0> > > >::do_complete(void*, boost::asio::detail::scheduler_operation*, boost::system::error_code const&, unsigned long) [11]
[156]    0.0    0.00    0.00    9501         boost::asio::detail::executor_function::impl<boost::asio::detail::move_binder2<http_server::do_accept()::{lambda(boost::system::error_code, boost::asio::basic_stream_socket<boost::asio::ip::tcp, boost::asio::execution::any_executor<boost::asio::execution::context_as_t<boost::asio::execution_context&>, boost::asio::execution::detail::blocking::never_t<0>, boost::asio::execution::prefer_only<boost::asio::execution::detail::blocking::possibly_t<0> >, boost::asio::execution::prefer_only<boost::asio::execution::detail::outstanding_work::tracked_t<0> >, boost::asio::execution::prefer_only<boost::asio::execution::detail::outstanding_work::untracked_t<0> >, boost::asio::execution::prefer_only<boost::asio::execution::detail::relationship::fork_t<0> >, boost::asio::execution::prefer_only<boost::asio::execution::detail::relationship::continuation_t<0> > > >)#1}, boost::system::error_code, boost::asio::basic_stream_socket<boost::asio::ip::tcp, boost::asio::strand<boost::asio::io_context::basic_executor_type<std::allocator<void>, 0u> > > >, std::allocator<void> >::ptr::reset() [156]
-----------------------------------------------
                0.00    0.00    9468/9468        std::_Sp_counted_base<(__gnu_cxx::_Lock_policy)2>::_M_release() <cycle 2> [29]
[157]    0.0    0.00    0.00    9468         std::_Sp_counted_ptr_inplace<boost::asio::strand<boost::asio::io_context::basic_executor_type<std::allocator<void>, 0u> >, std::allocator<boost::asio::strand<boost::asio::io_context::basic_executor_type<std::allocator<void>, 0u> > >, (__gnu_cxx::_Lock_policy)2>::_M_dispose() [157]
-----------------------------------------------
                0.00    0.00    9429/9429        std::_Sp_counted_base<(__gnu_cxx::_Lock_policy)2>::_M_release() <cycle 2> [29]
[158]    0.0    0.00    0.00    9429         std::_Sp_counted_ptr<boost::asio::detail::strand_executor_service::strand_impl*, (__gnu_cxx::_Lock_policy)2>::_M_dispose() [158]
                0.00    0.00   18860/33856       boost::asio::detail::op_queue<boost::asio::detail::scheduler_operation>::~op_queue() [144]
-----------------------------------------------
                0.00    0.00       1/9428        http_server::~http_server() [112]
                0.00    0.00    9427/9428        std::_Sp_counted_ptr_inplace<http_session, std::allocator<http_session>, (__gnu_cxx::_Lock_policy)2>::_M_dispose() <cycle 2> [75]
[159]    0.0    0.00    0.00    9428         std::_Sp_counted_ptr_inplace<boost::asio::strand<boost::asio::io_context::basic_executor_type<std::allocator<void>, 0u> >, std::allocator<boost::asio::strand<boost::asio::io_context::basic_executor_type<std::allocator<void>, 0u> > >, (__gnu_cxx::_Lock_policy)2>::_M_destroy() [159]
-----------------------------------------------
                0.00    0.00      57/9414        boost::asio::detail::epoll_reactor::descriptor_state::do_complete(void*, boost::asio::detail::scheduler_operation*, boost::system::error_code const&, unsigned long) [109]
                0.00    0.00    9357/9414        http_server::do_accept() [41]
[160]    0.0    0.00    0.00    9414         boost::asio::detail::reactive_socket_accept_op_base<boost::asio::basic_stream_socket<boost::asio::ip::tcp, boost::asio::strand<boost::asio::io_context::basic_executor_type<std::allocator<void>, 0u> > >, boost::asio::ip::tcp>::do_perform(boost::asio::detail::reactor_op*) [160]
-----------------------------------------------
                0.00    0.00    9401/9401        boost::asio::detail::move_binder2<http_server::do_accept()::{lambda(boost::system::error_code, boost::asio::basic_stream_socket<boost::asio::ip::tcp, boost::asio::execution::any_executor<boost::asio::execution::context_as_t<boost::asio::execution_context&>, boost::asio::execution::detail::blocking::never_t<0>, boost::asio::execution::prefer_only<boost::asio::execution::detail::blocking::possibly_t<0> >, boost::asio::execution::prefer_only<boost::asio::execution::detail::outstanding_work::tracked_t<0> >, boost::asio::execution::prefer_only<boost::asio::execution::detail::outstanding_work::untracked_t<0> >, boost::asio::execution::prefer_only<boost::asio::execution::detail::relationship::fork_t<0> >, boost::asio::execution::prefer_only<boost::asio::execution::detail::relationship::continuation_t<0> > > >)#1}, boost::system::error_code, boost::asio::basic_stream_socket<boost::asio::ip::tcp, boost::asio::strand<boost::asio::io_context::basic_executor_type<std::allocator<void>, 0u> > > >::operator()() [10]
[161]    0.0    0.00    0.00    9401         http_session::start() [161]
-----------------------------------------------
                                  16             boost::asio::execution_context::service* boost::asio::detail::service_registry::create<boost::asio::detail::epoll_reactor, boost::asio::execution_context>(void*) <cycle 1> [191]
                0.00    0.00       1/9383        http_server::http_server(std::vector<std::reference_wrapper<boost::asio::io_context>, std::allocator<std::reference_wrapper<boost::asio::io_context> > >&, boost::asio::ip::basic_endpoint<boost::asio::ip::tcp>) [110]
                0.00    0.00      32/9383        boost::asio::execution_context::service* boost::asio::detail::service_registry::create<boost::asio::detail::reactive_socket_service<boost::asio::ip::tcp>, boost::asio::execution_context>(void*) [192]
                0.00    0.00    9350/9383        http_server::do_accept() [41]
[162]    0.0    0.00    0.00    9399         boost::asio::detail::service_registry::do_use_service(boost::asio::execution_context::service::key const&, boost::asio::execution_context::service* (*)(void*), void*) <cycle 1> [162]
                0.00    0.00      16/16          boost::asio::execution_context::service* boost::asio::detail::service_registry::create<boost::asio::detail::strand_executor_service, boost::asio::io_context>(void*) [193]
                                  16             boost::asio::execution_context::service* boost::asio::detail::service_registry::create<boost::asio::detail::epoll_reactor, boost::asio::execution_context>(void*) <cycle 1> [191]
-----------------------------------------------
                0.00    0.00       1/9331        boost::asio::detail::composed_op<boost::beast::http::detail::read_some_op<boost::asio::basic_stream_socket<boost::asio::ip::tcp, boost::asio::execution::any_executor<boost::asio::execution::context_as_t<boost::asio::execution_context&>, boost::asio::execution::detail::blocking::never_t<0>, boost::asio::execution::prefer_only<boost::asio::execution::detail::blocking::possibly_t<0> >, boost::asio::execution::prefer_only<boost::asio::execution::detail::outstanding_work::tracked_t<0> >, boost::asio::execution::prefer_only<boost::asio::execution::detail::outstanding_work::untracked_t<0> >, boost::asio::execution::prefer_only<boost::asio::execution::detail::relationship::fork_t<0> >, boost::asio::execution::prefer_only<boost::asio::execution::detail::relationship::continuation_t<0> > > >, boost::beast::basic_flat_buffer<std::allocator<char> >, true>, boost::asio::detail::composed_work<void (boost::asio::execution::any_executor<boost::asio::execution::context_as_t<boost::asio::execution_context&>, boost::asio::execution::detail::blocking::never_t<0>, boost::asio::execution::prefer_only<boost::asio::execution::detail::blocking::possibly_t<0> >, boost::asio::execution::prefer_only<boost::asio::execution::detail::outstanding_work::tracked_t<0> >, boost::asio::execution::prefer_only<boost::asio::execution::detail::outstanding_work::untracked_t<0> >, boost::asio::execution::prefer_only<boost::asio::execution::detail::relationship::fork_t<0> >, boost::asio::execution::prefer_only<boost::asio::execution::detail::relationship::continuation_t<0> > >)>, boost::asio::detail::composed_op<boost::beast::http::detail::read_op<boost::asio::basic_stream_socket<boost::asio::ip::tcp, boost::asio::execution::any_executor<boost::asio::execution::context_as_t<boost::asio::execution_context&>, boost::asio::execution::detail::blocking::never_t<0>, boost::asio::execution::prefer_only<boost::asio::execution::detail::blocking::possibly_t<0> >, boost::asio::execution::prefer_only<boost::asio::execution::detail::outstanding_work::tracked_t<0> >, boost::asio::execution::prefer_only<boost::asio::execution::detail::outstanding_work::untracked_t<0> >, boost::asio::execution::prefer_only<boost::asio::execution::detail::relationship::fork_t<0> >, boost::asio::execution::prefer_only<boost::asio::execution::detail::relationship::continuation_t<0> > > >, boost::beast::basic_flat_buffer<std::allocator<char> >, true, boost::beast::http::detail::parser_is_done>, boost::asio::detail::composed_work<void (boost::asio::execution::any_executor<boost::asio::execution::context_as_t<boost::asio::execution_context&>, boost::asio::execution::detail::blocking::never_t<0>, boost::asio::execution::prefer_only<boost::asio::execution::detail::blocking::possibly_t<0> >, boost::asio::execution::prefer_only<boost::asio::execution::detail::outstanding_work::tracked_t<0> >, boost::asio::execution::prefer_only<boost::asio::execution::detail::outstanding_work::untracked_t<0> >, boost::asio::execution::prefer_only<boost::asio::execution::detail::relationship::fork_t<0> >, boost::asio::execution::prefer_only<boost::asio::execution::detail::relationship::continuation_t<0> > >)>, boost::beast::http::detail::read_msg_op<boost::asio::basic_stream_socket<boost::asio::ip::tcp, boost::asio::execution::any_executor<boost::asio::execution::context_as_t<boost::asio::execution_context&>, boost::asio::execution::detail::blocking::never_t<0>, boost::asio::execution::prefer_only<boost::asio::execution::detail::blocking::possibly_t<0> >, boost::asio::execution::prefer_only<boost::asio::execution::detail::outstanding_work::tracked_t<0> >, boost::asio::execution::prefer_only<boost::asio::execution::detail::outstanding_work::untracked_t<0> >, boost::asio::execution::prefer_only<boost::asio::execution::detail::relationship::fork_t<0> >, boost::asio::execution::prefer_only<boost::asio::execution::detail::relationship::continuation_t<0> > > >, boost::beast::basic_flat_buffer<std::allocator<char> >, true, boost::beast::http::basic_dynamic_body<boost::beast::basic_multi_buffer<std::allocator<char> > >, std::allocator<char>, http_session::do_read()::{lambda(boost::system::error_code, unsigned long)#1}>, void (boost::system::error_code, unsigned long)>, void (boost::system::error_code, unsigned long)>::~composed_op() [42]
